case_id,task,split,gt_service,gt_type,pred_top1_service,pred_type,ranked_services_json,rank_of_gt,ranking_source,ranking_len,service_top1_accuracy,service_HR@3,service_HR@5,service_NDCG@3,service_NDCG@5,anomaly_type_accuracy,service_type_tuple_accuracy
aiops21_103,aiops2021_service_and_anomaly_type,train,IG02,cpu,IG02,cpu,"[""IG02"", ""Mysql01"", ""Tomcat04"", ""Tomcat03"", ""Tomcat02""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_104,aiops2021_service_and_anomaly_type,train,MG01,cpu,MG01,cpu,"[""MG01"", ""apache02"", ""apache01"", ""IG01"", ""Tomcat04""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_105,aiops2021_service_and_anomaly_type,train,Redis02,cpu,Redis02,cpu,"[""Redis02"", ""Tomcat04"", ""Mysql02""]",1.0,all_decisions,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_106,aiops2021_service_and_anomaly_type,train,Redis01,cpu,Redis01,cpu,"[""Redis01"", ""Tomcat04"", ""IG02"", ""Tomcat02"", ""apache01"", ""MG02"", ""MG01""]",1.0,all_decisions,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_107,aiops2021_service_and_anomaly_type,train,Tomcat04,memory,Tomcat04,memory,"[""Tomcat04"", ""Tomcat02"", ""Tomcat01"", ""Mysql01"", ""MG02"", ""IG01""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_108,aiops2021_service_and_anomaly_type,train,Tomcat04,memory,Tomcat04,memory,"[""Tomcat04"", ""IG01"", ""apache02"", ""MG02"", ""Tomcat01""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_109,aiops2021_service_and_anomaly_type,train,Mysql01,memory,Mysql01,memory,"[""Mysql01"", ""IG02"", ""Tomcat04"", ""Tomcat03"", ""Tomcat01""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_110,aiops2021_service_and_anomaly_type,train,Tomcat01,memory,Tomcat01,memory,"[""Tomcat01"", ""Tomcat04"", ""apache01"", ""apache02"", ""Tomcat02""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_111,aiops2021_service_and_anomaly_type,train,MG02,network_packet_loss,MG02,cpu,"[""MG02"", ""Tomcat02"", ""MG01"", ""Tomcat04"", ""apache01"", ""Tomcat03""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_112,aiops2021_service_and_anomaly_type,test,Tomcat03,network_packet_loss,apache01,memory,"[""apache01"", ""MG02"", ""apache02"", ""Tomcat02"", ""Tomcat01"", ""Redis01""]",,all_decisions,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_113,aiops2021_service_and_anomaly_type,test,Tomcat01,network_packet_loss,IG02,network_latency,"[""IG02"", ""apache01"", ""Redis02"", ""Tomcat04"", ""Tomcat01"", ""MG01"", ""Tomcat02""]",5.0,all_decisions,7,0.0,0.0,1.0,0.0,0.38685280723454163,0.0,0.0
aiops21_114,aiops2021_service_and_anomaly_type,test,Tomcat02,network_latency,MG01,network_packet_loss,"[""MG01"", ""apache02"", ""Tomcat04"", ""Tomcat02"", ""IG01""]",4.0,all_decisions,5,0.0,0.0,1.0,0.0,0.43067655807339306,0.0,0.0
aiops21_115,aiops2021_service_and_anomaly_type,test,MG01,network_latency,IG02,cpu,"[""IG02"", ""MG01"", ""MG02"", ""apache02"", ""Tomcat03""]",2.0,all_decisions,5,0.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.0,0.0
aiops21_116,aiops2021_service_and_anomaly_type,test,MG01,network_latency,Tomcat01,disk_io,"[""Tomcat01"", ""Tomcat04"", ""MG01"", ""Tomcat02"", ""apache01"", ""apache02"", ""Redis01""]",3.0,all_decisions,7,0.0,1.0,1.0,0.5,0.5,0.0,0.0
aiops21_117,aiops2021_service_and_anomaly_type,test,MG02,network_latency,MG01,cpu,"[""MG01"", ""apache01"", ""Tomcat01"", ""MG02"", ""apache02"", ""Tomcat02"", ""IG01""]",4.0,all_decisions,7,0.0,0.0,1.0,0.0,0.43067655807339306,0.0,0.0
aiops21_118,aiops2021_service_and_anomaly_type,test,Tomcat03,network_packet_loss,Tomcat03,network_packet_loss,"[""Tomcat03"", ""apache01"", ""MG01"", ""Tomcat04"", ""Tomcat02""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_119,aiops2021_service_and_anomaly_type,test,IG02,network_packet_loss,apache01,disk_io,"[""apache01"", ""Tomcat04"", ""IG01"", ""Mysql01"", ""Tomcat03"", ""Tomcat02""]",,all_decisions,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_120,aiops2021_service_and_anomaly_type,test,MG02,network_latency,apache01,network_packet_loss,"[""apache01"", ""apache02"", ""Tomcat01"", ""MG02"", ""MG01""]",4.0,all_decisions,5,0.0,0.0,1.0,0.0,0.43067655807339306,0.0,0.0
aiops21_121,aiops2021_service_and_anomaly_type,test,Tomcat03,network_packet_loss,Tomcat02,network_latency,"[""Tomcat02"", ""apache01"", ""MG01"", ""Tomcat03"", ""Tomcat04"", ""MG02""]",4.0,all_decisions,6,0.0,0.0,1.0,0.0,0.43067655807339306,0.0,0.0
aiops21_122,aiops2021_service_and_anomaly_type,test,Tomcat03,network_latency,MG01,network_latency,"[""MG01"", ""Tomcat01"", ""Tomcat02"", ""Tomcat04"", ""MG02""]",,all_decisions,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aiops21_123,aiops2021_service_and_anomaly_type,test,Tomcat01,network_packet_loss,Mysql02,cpu,"[""Mysql02"", ""MG01"", ""Tomcat04"", ""Mysql01"", ""IG01"", ""Tomcat01"", ""MG02""]",6.0,all_decisions,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_124,aiops2021_service_and_anomaly_type,test,IG02,network_latency,MG01,cpu,"[""MG01"", ""MG02"", ""Tomcat03"", ""Tomcat01"", ""Redis01"", ""apache01"", ""Mysql01""]",,all_decisions,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_125,aiops2021_service_and_anomaly_type,test,Tomcat04,network_packet_loss,apache02,cpu,"[""apache02"", ""apache01"", ""Tomcat04"", ""Tomcat02"", ""MG01"", ""MG02""]",3.0,all_decisions,6,0.0,1.0,1.0,0.5,0.5,0.0,0.0
aiops21_126,aiops2021_service_and_anomaly_type,test,MG01,network_latency,MG01,network_packet_loss,"[""MG01"", ""MG02"", ""Tomcat01""]",1.0,all_decisions,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_127,aiops2021_service_and_anomaly_type,test,apache01,network_packet_loss,Tomcat03,network_packet_loss,"[""Tomcat03"", ""Mysql02"", ""apache02"", ""apache01"", ""MG02"", ""Tomcat01""]",4.0,all_decisions,6,0.0,0.0,1.0,0.0,0.43067655807339306,1.0,0.0
aiops21_128,aiops2021_service_and_anomaly_type,test,MG02,network_packet_loss,Tomcat01,network_latency,"[""Tomcat01"", ""Tomcat02"", ""MG01"", ""IG01"", ""Tomcat03"", ""MG02""]",6.0,all_decisions,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_129,aiops2021_service_and_anomaly_type,test,Tomcat02,cpu,Tomcat02,cpu,"[""Tomcat02"", ""Mysql02"", ""apache02"", ""MG01""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_130,aiops2021_service_and_anomaly_type,test,Tomcat02,cpu,Tomcat02,cpu,"[""Tomcat02"", ""Tomcat03"", ""MG01"", ""Tomcat01"", ""Tomcat04""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_131,aiops2021_service_and_anomaly_type,test,Tomcat02,cpu,Tomcat02,network_packet_loss,"[""Tomcat02"", ""Redis01"", ""Mysql02"", ""apache01""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_132,aiops2021_service_and_anomaly_type,test,Tomcat02,jvm_oom,Tomcat02,cpu,"[""Tomcat02"", ""Tomcat01"", ""MG01"", ""apache02"", ""apache01"", ""Tomcat03"", ""Tomcat04""]",1.0,all_decisions,7,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_133,aiops2021_service_and_anomaly_type,test,Tomcat02,jvm_oom,MG01,cpu,"[""MG01"", ""MG02"", ""IG02"", ""Tomcat01"", ""Tomcat02"", ""apache02""]",5.0,all_decisions,6,0.0,0.0,1.0,0.0,0.38685280723454163,0.0,0.0
aiops21_134,aiops2021_service_and_anomaly_type,test,Tomcat02,jvm_oom,Tomcat03,network_latency,"[""Tomcat03"", ""apache02"", ""Tomcat02"", ""apache01"", ""Mysql01"", ""Redis01"", ""MG01""]",3.0,all_decisions,7,0.0,1.0,1.0,0.5,0.5,0.0,0.0
aiops21_135,aiops2021_service_and_anomaly_type,test,Tomcat02,jvm_oom,Tomcat02,cpu,"[""Tomcat02"", ""apache01"", ""apache02"", ""IG01""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_136,aiops2021_service_and_anomaly_type,test,MG01,disk_io,Tomcat02,disk_io,"[""Tomcat02"", ""MG01"", ""Tomcat04"", ""Tomcat01"", ""Tomcat03""]",2.0,all_decisions,5,0.0,1.0,1.0,0.6309297535714575,0.6309297535714575,1.0,0.0
aiops21_137,aiops2021_service_and_anomaly_type,test,MG01,disk_io,MG01,network_packet_loss,"[""MG01"", ""Tomcat04"", ""IG01"", ""IG02"", ""Tomcat02""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_138,aiops2021_service_and_anomaly_type,test,Tomcat02,disk_io,Tomcat02,disk_io,"[""Tomcat02"", ""apache01"", ""Tomcat03"", ""MG01"", ""IG01""]",1.0,all_decisions,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_139,aiops2021_service_and_anomaly_type,test,Tomcat04,filesystem,Tomcat03,network_latency,"[""Tomcat03"", ""Tomcat04"", ""Tomcat02"", ""Mysql02"", ""Tomcat01"", ""IG01""]",2.0,all_decisions,6,0.0,1.0,1.0,0.6309297535714575,0.6309297535714575,0.0,0.0
aiops21_140,aiops2021_service_and_anomaly_type,test,MG02,disk_io,MG02,disk_io,"[""MG02"", ""Tomcat03"", ""Tomcat01"", ""apache01"", ""Tomcat02"", ""apache02""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_141,aiops2021_service_and_anomaly_type,test,apache01,filesystem,apache01,disk_io,"[""apache01"", ""Tomcat03"", ""Tomcat02"", ""MG02"", ""apache02"", ""Tomcat04"", ""MG01""]",1.0,all_decisions,7,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_142,aiops2021_service_and_anomaly_type,test,apache01,disk_io,apache01,disk_io,"[""apache01"", ""MG01"", ""MG02"", ""Tomcat01"", ""Tomcat03"", ""Tomcat02""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_143,aiops2021_service_and_anomaly_type,test,MG02,disk_io,MG02,disk_io,"[""MG02"", ""MG01"", ""Tomcat03""]",1.0,all_decisions,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_144,aiops2021_service_and_anomaly_type,test,Tomcat01,disk_io,Tomcat01,disk_io,"[""Tomcat01"", ""MG02"", ""MG01"", ""IG01""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_145,aiops2021_service_and_anomaly_type,test,Tomcat03,cpu,Tomcat02,network_packet_loss,"[""Tomcat02"", ""MG01"", ""Tomcat03"", ""Tomcat01"", ""Tomcat04""]",3.0,all_decisions,5,0.0,1.0,1.0,0.5,0.5,0.0,0.0
aiops21_146,aiops2021_service_and_anomaly_type,test,Tomcat03,cpu,Tomcat03,cpu,"[""Tomcat03"", ""MG02"", ""Tomcat04"", ""IG01"", ""Tomcat02"", ""Mysql01""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_147,aiops2021_service_and_anomaly_type,test,Tomcat01,cpu,MG01,cpu,"[""MG01"", ""MG02"", ""Tomcat04"", ""Tomcat03"", ""Tomcat01"", ""apache01"", ""Redis01"", ""IG01""]",5.0,all_decisions,8,0.0,0.0,1.0,0.0,0.38685280723454163,1.0,0.0
aiops21_148,aiops2021_service_and_anomaly_type,test,apache02,cpu,apache02,cpu,"[""apache02"", ""Tomcat03"", ""Tomcat01"", ""Tomcat02""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_149,aiops2021_service_and_anomaly_type,test,MG01,cpu,Tomcat01,cpu,"[""Tomcat01"", ""MG02"", ""MG01"", ""Tomcat03"", ""Mysql02""]",3.0,all_decisions,5,0.0,1.0,1.0,0.5,0.5,1.0,0.0
aiops21_150,aiops2021_service_and_anomaly_type,test,Mysql02,cpu,Tomcat04,cpu,"[""Tomcat04"", ""Tomcat03"", ""Tomcat02"", ""apache02"", ""Tomcat01"", ""MG02"", ""apache01""]",,all_decisions,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aiops21_151,aiops2021_service_and_anomaly_type,test,Mysql02,cpu,MG02,network_packet_loss,"[""MG02"", ""Tomcat01"", ""IG01"", ""Tomcat03"", ""apache02""]",,all_decisions,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_152,aiops2021_service_and_anomaly_type,test,IG02,cpu,IG02,cpu,"[""IG02"", ""Tomcat04"", ""apache01"", ""apache02"", ""Redis01"", ""IG01""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_153,aiops2021_service_and_anomaly_type,test,Tomcat04,cpu,Tomcat04,cpu,"[""Tomcat04"", ""Tomcat03"", ""MG01""]",1.0,all_decisions,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_154,aiops2021_service_and_anomaly_type,test,Redis02,cpu,Redis02,cpu,"[""Redis02"", ""Tomcat03"", ""Tomcat01"", ""apache01"", ""IG01"", ""Tomcat04""]",1.0,all_decisions,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aiops21_155,aiops2021_service_and_anomaly_type,test,IG01,memory,IG01,network_latency,"[""IG01"", ""MG02"", ""Mysql01"", ""Tomcat04""]",1.0,all_decisions,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
aiops21_156,aiops2021_service_and_anomaly_type,test,MG01,memory,Tomcat04,network_packet_loss,"[""Tomcat04"", ""MG02"", ""Tomcat02"", ""Tomcat01""]",,all_decisions,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiops21_157,aiops2021_service_and_anomaly_type,test,Mysql02,memory,MG02,memory,"[""MG02"", ""Tomcat04"", ""Tomcat03"", ""apache02"", ""IG01""]",,all_decisions,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aiops21_158,aiops2021_service_and_anomaly_type,test,Redis02,memory,Tomcat01,network_packet_loss,"[""Tomcat01"", ""Tomcat04"", ""Redis02"", ""Mysql02"", ""Tomcat02"", ""Redis01"", ""Tomcat03""]",3.0,all_decisions,7,0.0,1.0,1.0,0.5,0.5,0.0,0.0
