system,query_id,fold_key,query_index,task_index,telemetry_date,ground_truth,object_id,base_rank,base_score,label,rank_recip,rank_log,anomaly_score,metric_score,log_score,trace_score,change_score,degree_in,degree_out,degree_total,is_isolated,member_count,member_log,incoming_mass,topological_mass,has_earliest,earliest_offset,noise_local_noise,noise_resonance_mass,noise_source_signal,noise_reverb_mass,noise_unexplained_residual,noise_collapse_gain,noise_collapse_recovery_score,noise_exclusive_explanation,noise_temporal_source_score,noise_multi_lead_consistency,noise_hotspot_bias,noise_root_source_score,structure_upstream_context,structure_downstream_context,structure_temporal_lead,structure_mechanism_focus,structure_propagation_signature,structure_source_likelihood,structure_symptom_likelihood,structure_structural_uniqueness,structure_propagation_role_score,structure_hard_negative_resistance,structure_multi_view_consistency,structure_topological_eccentricity,structure_structural_score,delay_source_time_consistency,delay_average_delay_gain,delay_observer_coverage,delay_reverse_penalty,beam_beamformed_explanation,beam_directional_focus,beam_offbeam_penalty,beam_mechanism_coherence,subspace_local_residual_source_energy,subspace_sector_source_ratio,subspace_sector_reverb_ratio,subspace_residual_distinctiveness,subspace_local_common_mode_alignment,subspace_replaceability,subspace_sector_size,mask_gated_reverb_penalty,mask_source_protection,mask_replaceability_penalty,mask_local_hub_pressure,reason_cpu,reason_memory,reason_disk,reason_db,reason_network,reason_process,prefix_tomcat,prefix_mg,prefix_ig,prefix_apache,prefix_mysql,prefix_redis,prefix_servicetest,prefix_node,prefix_adservice,prefix_frontend,prefix_checkoutservice,prefix_shippingservice,prefix_paymentservice,prefix_recommendationservice,prefix_emailservice,prefix_currencyservice,prefix_productcatalogservice,prefix_cartservice
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,servicetest6,18,0.120668,0,0.05555555555555555,2.9444389791664403,0.905638952803029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.905639,0.0,0.382504,0.0,1.0,0.124724,0.0,0.0,0.5,0.06962,0.818182,0.115684,0.0,0.0,0.5,0.73874,0.493482,0.165896,0.0,0.788665,0.265029,0.713317,0.541186,0.0,0.571849,0.451693,0.0,0.0,0.0,0.107506,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023541,0.290306,0.0,0.055088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,servicetest8,19,0.120665,0,0.05263157894736842,2.995732273553991,0.905586889404687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.905587,0.0,0.382504,0.0,1.0,0.124718,0.0,0.0,0.5,0.06962,0.818182,0.115676,0.0,0.0,0.5,0.73874,0.493482,0.165896,0.0,0.788665,0.265029,0.713317,0.541186,0.0,0.571849,0.451693,0.0,0.0,0.0,0.1075,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023541,0.290304,0.0,0.055088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,servicetest7,20,0.120627,0,0.05,3.044522437723423,0.9047657300014417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.904766,0.0,0.382504,0.0,1.0,0.12463,0.0,0.0,0.5,0.06962,0.818182,0.115555,0.0,0.0,0.5,0.73874,0.493482,0.165896,0.0,0.788665,0.265029,0.713317,0.541186,0.0,0.571849,0.451693,0.0,0.0,0.0,0.107403,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023545,0.290266,0.0,0.055088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,servicetest4,21,0.118463,0,0.047619047619047616,3.091042453358316,0.8579504085392079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.85795,0.0,0.382504,0.0,1.0,0.119577,0.0,0.0,0.5,0.06962,0.818182,0.108674,0.0,0.0,0.5,0.73874,0.493482,0.165896,0.0,0.788665,0.265029,0.713317,0.541186,0.0,0.571849,0.451693,0.0,0.0,0.0,0.101845,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023746,0.288077,0.0,0.055088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,mg02,22,0.110876,0,0.045454545454545456,3.1354942159291497,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.90566,0.0,0.382504,0.0,1.0,0.124726,0.0,0.0,0.5,0.06962,0.818182,0.115687,0.0,0.0,0.5,0.588439,0.493482,0.134925,0.0,0.788665,0.265029,0.713317,0.490904,0.0,0.551413,0.451693,0.0,0.0,0.0,0.107509,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023541,0.290307,0.0,0.055088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,apache02,23,0.091336,0,0.043478260869565216,3.1780538303479458,0.7442464866519168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.744246,0.0,0.382504,0.0,1.0,0.107306,0.0,0.0,0.5,0.06962,0.818182,0.091962,0.0,0.0,0.5,0.412968,0.493482,0.098148,0.0,0.788665,0.265029,0.713317,0.425103,0.0,0.526671,0.451693,0.0,0.0,0.0,0.088348,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.024235,0.282763,0.0,0.055088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,dockera1,24,0.066092,0,0.041666666666666664,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.06962,0.636364,0.0,0.0,0.0,0.5,0.73874,0.0,0.0,0.0,0.788665,0.150145,0.713317,0.22374,0.0,0.458639,0.451693,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.236293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,dockera2,25,0.066092,0,0.04,3.258096538021482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.06962,0.636364,0.0,0.0,0.0,0.5,0.73874,0.0,0.0,0.0,0.788665,0.150145,0.713317,0.22374,0.0,0.458639,0.451693,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.236293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,dockerb1,26,0.066092,0,0.038461538461538464,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.06962,0.636364,0.0,0.0,0.0,0.5,0.73874,0.0,0.0,0.0,0.788665,0.150145,0.713317,0.22374,0.0,0.458639,0.451693,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.236293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,dockerb2,27,0.066092,0,0.037037037037037035,3.332204510175204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.06962,0.636364,0.0,0.0,0.0,0.5,0.73874,0.0,0.0,0.0,0.788665,0.150145,0.713317,0.22374,0.0,0.458639,0.451693,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.236293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,tomcat01,28,0.036371,1,0.03571428571428571,3.367295829986474,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,-0.06166666666666667,1.0,0.0,0.382504,0.0,1.0,0.134908,0.0,0.0,0.5,0.06962,1.0,0.110709,0.0,0.0,0.5,0.192756,0.493482,0.051275,0.0,0.788665,0.265029,0.713317,0.334311,0.0,0.494599,0.451693,0.0,0.0,0.0,0.118708,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.050996,0.294717,0.0,0.110177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:29:task_5:Tomcat01:2021-03-10 16:42:00,Bank:Tomcat01:2021-03-10 16:42:00,29,task_5,2021_03_10,Tomcat01,tomcat03,29,-0.562484,0,0.034482758620689655,3.4011973816621555,1.0,1.0,0.37735849056603776,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.6931471805599453,1.0,1.0,1.0,-0.059722222222222225,1.0,0.035284,0.0,1.0,0.0,0.286005,1.0,0.0,0.0,0.0,0.332176,0.19983,0.184028,1.0,0.0,0.199004,1.0,0.036584,1.0,0.441222,0.0,0.534008,0.0,0.964286,0.0,0.0,0.0,0.166667,1.0,0.132304,0.050798,0.5,1.0,0.0,0.0,1.0,0.691285,1.0,0.997937,0.166667,1.0,0.0,0.998865,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,ig01,1,0.669347,0,1.0,0.6931471805599453,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.6931471805599453,0.0,3.6145792376086945,1.0,0.0,0.90566,1.0,0.073313,0.824442,0.175558,0.856092,0.88316,0.925263,1.0,1.0,0.439301,0.960546,0.0,0.94838,1.0,0.535027,0.940828,0.984493,0.056949,0.795897,1.0,0.595464,0.748196,1.0,1.0,1.0,0.0,0.857143,0.0,0.867027,0.420231,0.5,0.72585,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.217518,0.92452,0.45,0.217932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,apache02,2,0.454543,0,0.5,1.0986122886681096,0.9056603773584906,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.6931471805599453,2.7169809320858116,0.0,1.0,0.0,0.90566,0.0,1.0,0.0,1.0,0.106731,0.0,0.925263,1.0,0.058334,0.0,0.486562,0.475247,0.0,1.0,0.55207,0.522682,0.619784,0.345379,0.925005,0.248001,0.0,0.493848,0.428571,0.571315,0.0,0.0,0.0,0.0,0.111633,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25398,0.044744,0.0,0.287108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,tomcat04,3,0.447707,0,0.3333333333333333,1.3862943611198906,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.6931471805599453,0.0,3.8113207547169776,1.0,-0.07027777777777777,1.0,0.758444,0.231434,0.441131,0.558869,1.0,0.85149,1.0,0.5,0.568258,0.621119,1.0,0.0,1.0,0.5,0.064547,1.0,0.695615,0.193869,0.778743,0.806492,0.801963,0.4761,1.0,0.638177,0.548111,0.767036,1.0,0.0,1.0,0.476531,0.5,0.832019,0.0,0.0,1.0,0.827793,1.0,1.0,1.0,0.607528,1.0,1.0,0.501801,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,mysql02,4,0.361329,0,0.25,1.6094379124341003,0.9056603773584906,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.6931471805599453,0.9056603773584906,2.7089188602502037,1.0,0.0,0.90566,0.749442,0.112117,0.865923,0.134077,0.710564,0.85975,0.0,1.0,0.136515,0.374413,0.686896,0.158416,0.947675,1.0,0.810271,0.940828,1.0,0.661586,0.212523,0.693494,0.463152,0.902935,0.964286,0.579704,1.0,0.0,0.714286,0.0,0.679809,0.421563,0.5,0.635623,0.0,0.0,1.0,0.28219,1.0,0.0,1.0,0.370791,0.915597,0.45,0.461473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,servicetest7,5,0.279584,0,0.2,1.791759469228055,0.9030680544012989,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.6931471805599453,1.8113207547169812,1.805850805848905,1.0,0.0,0.903068,0.499602,0.051332,0.952613,0.047387,0.56514,0.824735,0.0,1.0,0.136515,0.278654,0.523437,0.316832,0.947625,1.0,0.54076,0.940828,0.919602,0.731613,0.272209,0.661574,0.644211,0.751545,0.928571,0.464629,1.0,0.0,0.571429,0.0,0.757956,0.71978,0.5,0.817717,0.0,0.0,1.0,0.032786,1.0,0.0,1.0,0.479776,0.733383,0.45,0.513647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,servicetest11,6,0.265599,0,0.16666666666666666,1.9459101490553132,0.9002931371952564,1.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.6931471805599453,2.71438880911828,2.716878423370626,1.0,0.0,0.900293,0.751644,0.159143,0.872947,0.127053,0.699435,0.860097,0.0,1.0,0.136515,0.374413,0.684831,0.474794,0.950459,1.0,0.54076,0.940828,0.910315,0.740947,0.819916,0.662487,0.859226,0.751545,0.892857,0.578239,1.0,0.0,0.714286,0.0,0.702875,0.438764,0.5,0.758606,0.0,0.0,1.0,0.001024,1.0,0.0,1.0,0.48596,0.819253,0.45,0.578877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,servicetest9,7,0.24328,0,0.14285714285714285,2.0794415416798357,0.9055576686536485,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.6931471805599453,3.6146819463135365,1.8113207547169776,1.0,0.0,0.905558,0.501115,0.067094,0.951808,0.048192,0.554481,0.825104,0.0,1.0,0.136515,0.278654,0.521342,0.632271,0.950495,1.0,0.54076,0.940828,0.900902,0.748815,0.967399,0.662499,0.644211,0.751545,0.857143,0.61301,1.0,0.0,0.571429,0.0,0.51632,0.45003,0.5,0.646973,0.0,0.0,1.0,0.164575,1.0,0.0,0.833333,0.530899,0.771886,0.45,0.6149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,apache01,8,0.236433,0,0.125,2.1972245773362196,0.9056603773584906,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.6931471805599453,1.8113205547273208,0.9056603773584906,1.0,0.0,0.90566,0.250558,0.319343,0.7,0.3,0.241921,1.0,0.0,1.0,0.049647,0.150358,0.3918,0.316832,0.950495,1.0,1.0,0.940828,0.90994,0.83516,0.270403,0.662499,0.34944,1.0,0.464286,0.44338,1.0,0.0,0.142857,0.0,0.298851,0.416233,0.5,1.0,0.0,0.0,1.0,0.445356,1.0,0.0,0.166667,0.594458,0.612626,0.45,0.60253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,tomcat03,9,0.234933,1,0.1111111111111111,2.302585092994046,1.0,1.0,0.37735849056603776,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.6931471805599453,2.0,2.80916125343582,1.0,-0.07055555555555555,1.0,0.694325,0.763255,0.209013,0.790987,0.635068,0.914671,0.0,1.0,0.150909,0.556231,0.829911,0.349835,0.982743,1.0,0.204695,0.980276,0.849021,0.75,0.411033,0.683099,0.859226,0.570326,0.928571,0.399453,0.773559,1.0,0.571429,0.0,0.698144,0.421061,0.5,0.74096,0.0,0.0,1.0,0.827327,1.0,0.999547,1.0,0.867825,0.874101,0.999751,0.803406,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,redis02,10,0.187408,0,0.1,2.3978952727983707,0.9056603773584869,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.6931471805599453,3.7115111832073957,1.80916125343582,1.0,0.0,0.90566,0.500518,0.241142,0.825165,0.174835,0.460243,0.883241,0.0,0.666667,0.090372,0.278654,0.521582,0.649208,0.949362,0.666667,0.759007,0.940828,0.800871,0.845033,0.972305,0.51183,0.644211,0.886664,0.75,0.493493,1.0,0.0,0.428571,0.546235,0.67889,0.630761,0.5,0.811158,0.0,0.0,1.0,0.260816,1.0,0.0,1.0,0.616204,0.723833,0.45,0.708063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,mg02,11,0.177757,0,0.09090909090909091,2.4849066497880004,0.9056603773584906,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.6931471805599453,0.9056601773688303,1.8113207547169812,1.0,0.0,0.90566,0.501115,0.248713,0.7,0.3,0.385891,1.0,0.0,1.0,0.038789,0.278654,0.517381,0.158416,0.950495,1.0,0.073496,0.940828,0.694439,0.765107,0.210497,0.694403,0.248137,0.469388,0.5,0.226926,1.0,0.0,0.285714,0.0,0.486069,0.416233,0.5,1.0,0.0,0.0,1.0,0.207801,1.0,0.0,0.333333,0.506306,0.63545,0.45,0.492913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,redis01,12,0.068345,0,0.08333333333333333,2.5649493574615367,0.9056603773584906,1.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.6931471805599453,2.805850805848905,2.714821630794307,1.0,0.0,0.90566,0.751075,0.269021,0.783444,0.216556,0.60555,0.912448,0.0,0.666667,0.082681,0.374413,0.671471,0.490792,0.94974,0.666667,0.101135,0.940828,0.645577,0.837381,0.840843,0.511952,0.859226,0.485528,0.785714,0.277852,1.0,0.0,0.571429,0.728313,0.74417,0.468885,0.5,0.707376,0.0,0.0,1.0,0.079324,1.0,0.0,1.0,0.603443,0.765498,0.45,0.719268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,servicetest1,13,0.050316,0,0.07692307692307693,2.639057329615259,0.9056601773688303,1.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.6931471805599453,2.80916125343582,2.716981132075472,1.0,0.0,0.90566,0.751673,0.36845,0.7,0.3,0.512633,1.0,0.355399,0.666667,0.026034,0.374413,0.680284,0.491371,0.950495,0.666667,0.54076,0.940828,0.690373,0.892723,0.841759,0.512195,0.859226,0.761355,0.535714,0.317888,1.0,0.0,0.428571,0.461308,0.420543,0.228928,0.5,0.4375,0.0,0.0,1.0,0.10344,1.0,0.0,0.5,0.639289,0.694482,0.45,0.720844,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,ig02,14,0.030207,0,0.07142857142857142,2.70805020110221,0.9056603773584906,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.6931471805599453,3.8113207547169776,1.8091610534461597,1.0,0.0,0.90566,0.500518,0.0,1.0,0.0,0.647083,0.7899,0.0,0.333333,0.045754,0.278654,0.537077,0.666667,0.949362,0.333333,0.652788,0.940828,0.617856,0.941844,0.977195,0.361526,0.644211,0.800252,0.642857,0.278482,1.0,0.0,0.714286,1.0,0.579982,0.520812,0.5,0.752747,0.0,0.0,1.0,0.286936,1.0,0.0,0.833333,0.605882,0.890531,0.45,0.82095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:30:task_2:Tomcat03:2021-03-10 18:57:00,Bank:Tomcat03:2021-03-10 18:57:00,30,task_2,2021_03_10,Tomcat03,servicetest5,15,0.01325,0,0.06666666666666667,2.772588722239781,0.9035008760773294,1.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,1.0,0.6931471805599453,5.716981132075468,0.9056601773688303,1.0,0.0,0.903501,0.250558,0.0,1.0,0.0,0.495044,0.7375,0.0,0.142857,0.044447,0.150358,0.397573,1.0,0.950495,0.142857,0.54076,0.940828,0.496462,1.0,1.0,0.276004,0.34944,0.702105,0.571429,0.153338,1.0,0.0,0.571429,0.897321,0.561158,1.0,0.5,0.671631,0.0,0.0,1.0,0.043358,1.0,0.0,0.666667,0.685082,0.707444,0.45,0.796803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
