system,query_id,fold_key,query_index,task_index,telemetry_date,ground_truth,object_id,base_rank,base_score,label,rank_recip,rank_log,anomaly_score,metric_score,log_score,trace_score,change_score,degree_in,degree_out,degree_total,is_isolated,member_count,member_log,incoming_mass,topological_mass,has_earliest,earliest_offset,noise_local_noise,noise_resonance_mass,noise_source_signal,noise_reverb_mass,noise_unexplained_residual,noise_collapse_gain,noise_collapse_recovery_score,noise_exclusive_explanation,noise_temporal_source_score,noise_multi_lead_consistency,noise_hotspot_bias,noise_root_source_score,structure_upstream_context,structure_downstream_context,structure_temporal_lead,structure_mechanism_focus,structure_propagation_signature,structure_source_likelihood,structure_symptom_likelihood,structure_structural_uniqueness,structure_propagation_role_score,structure_hard_negative_resistance,structure_multi_view_consistency,structure_topological_eccentricity,structure_structural_score,delay_source_time_consistency,delay_average_delay_gain,delay_observer_coverage,delay_reverse_penalty,beam_beamformed_explanation,beam_directional_focus,beam_offbeam_penalty,beam_mechanism_coherence,subspace_local_residual_source_energy,subspace_sector_source_ratio,subspace_sector_reverb_ratio,subspace_residual_distinctiveness,subspace_local_common_mode_alignment,subspace_replaceability,subspace_sector_size,mask_gated_reverb_penalty,mask_source_protection,mask_replaceability_penalty,mask_local_hub_pressure,reason_cpu,reason_memory,reason_disk,reason_db,reason_network,reason_process,prefix_tomcat,prefix_mg,prefix_ig,prefix_apache,prefix_mysql,prefix_redis,prefix_servicetest,prefix_node,prefix_adservice,prefix_frontend,prefix_checkoutservice,prefix_shippingservice,prefix_paymentservice,prefix_recommendationservice,prefix_emailservice,prefix_currencyservice,prefix_productcatalogservice,prefix_cartservice
Bank,Bank:0:task_1:Mysql02:2021-03-04 14:57:00,Bank:Mysql02:2021-03-04 14:57:00,0,task_1,2021_03_04,Mysql02,servicetest9,26,-0.1526,0,0.038461538461538464,3.295836866004329,0.06485396402169821,0.10808994003616369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.064854,0.0,0.382504,0.0,1.0,0.049699,0.0,0.0,0.0,0.150832,0.818182,0.006905,0.0,0.0,0.0,0.230961,0.056497,0.018406,0.211842,0.676983,0.111254,0.894134,0.051639,0.0,0.168868,0.0,0.0,0.0,0.0,0.01396,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.049568,0.019672,0.0,0.070642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:0:task_1:Mysql02:2021-03-04 14:57:00,Bank:Mysql02:2021-03-04 14:57:00,0,task_1,2021_03_04,Mysql02,servicetest7,27,-0.15715,0,0.037037037037037035,3.332204510175204,0.04177109152626319,0.06961848587710531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.041771,0.0,0.382504,0.0,1.0,0.046055,0.0,0.0,0.0,0.150832,0.818182,0.001726,0.0,0.0,0.0,0.230961,0.036388,0.011849,0.211842,0.676983,0.106707,0.894134,0.033166,0.0,0.163913,0.0,0.0,0.0,0.0,0.008992,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04984,0.01823,0.0,0.070642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:0:task_1:Mysql02:2021-03-04 14:57:00,Bank:Mysql02:2021-03-04 14:57:00,0,task_1,2021_03_04,Mysql02,servicetest2,28,-0.157747,0,0.03571428571428571,3.367295829986474,0.03874034438594977,0.06456724064324962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.03874,0.0,0.382504,0.0,1.0,0.045577,0.0,0.0,0.0,0.150832,0.818182,0.001046,0.0,0.0,0.0,0.230961,0.033748,0.010989,0.211842,0.676983,0.10611,0.894134,0.030748,0.0,0.163263,0.0,0.0,0.0,0.0,0.008339,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.049876,0.018041,0.0,0.070642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:0:task_1:Mysql02:2021-03-04 14:57:00,Bank:Mysql02:2021-03-04 14:57:00,0,task_1,2021_03_04,Mysql02,servicetest6,29,-0.158665,0,0.034482758620689655,3.4011973816621555,0.03407669055002228,0.05679448425003713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.034077,0.0,0.382504,0.0,1.0,0.044841,0.0,0.0,0.0,0.150832,0.818182,0.0,0.0,0.0,0.0,0.230961,0.029685,0.009665,0.211842,0.676983,0.105192,0.894134,0.027031,0.0,0.162263,0.0,0.0,0.0,0.0,0.007335,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.049931,0.017749,0.0,0.070642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,tomcat02,1,0.684805,0,1.0,0.6931471805599453,1.0,1.0,0.37735849056603776,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.6931471805599453,0.0,2.248503640106686,1.0,-0.06138888888888889,1.0,0.554296,0.323336,0.16194,0.83806,0.602645,0.892258,1.0,1.0,1.0,0.507988,0.928877,0.0,0.449701,1.0,0.105762,0.658936,0.826663,0.0,0.86272,1.0,0.0,0.487292,1.0,1.0,0.768939,1.0,0.6,0.0,0.497742,0.213084,0.0,0.755726,0.0,0.0,1.0,0.783647,1.0,0.998866,1.0,0.426325,0.785631,0.999376,0.409687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,ig01,2,0.64084,0,0.5,1.0986122886681096,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.6931471805599453,0.0,3.072064684169062,1.0,0.0,0.90566,0.600913,0.103835,0.735849,0.264151,1.0,0.813635,0.925263,0.8,0.624914,0.386338,0.932206,0.0,0.614413,0.8,0.647443,0.748387,0.846365,0.126614,0.834287,0.895731,0.511528,0.773387,1.0,0.923056,0.889197,0.0,1.0,0.0,1.0,0.385188,0.8,0.901223,0.0,0.0,1.0,0.187431,1.0,0.0,1.0,0.18579,0.947429,0.45,0.338859,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,tomcat04,3,0.517473,0,0.3333333333333333,1.3862943611198906,1.0,1.0,0.37735849056603776,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6931471805599453,1.0,0.0,1.0,-0.06972222222222223,1.0,0.0,0.706541,0.0,1.0,0.128266,0.0,1.0,1.0,0.087165,0.222222,0.509329,0.256751,0.0,1.0,0.0,0.493482,0.654304,0.303702,0.685379,0.442303,0.664957,0.367462,0.928571,0.682128,0.450891,0.0,0.0,0.0,0.112467,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.135817,0.284052,0.0,0.29817,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,tomcat03,4,0.464044,0,0.25,1.6094379124341003,1.0,1.0,0.37735849056603776,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.6931471805599453,1.8113207547169812,1.1664043068105714,1.0,-0.03333333333333333,1.0,0.290242,0.752411,0.161732,0.838268,0.687523,0.737508,0.0,1.0,0.12276,0.414542,0.78345,0.465058,0.388801,1.0,0.05937,0.61789,0.729391,0.455306,0.355842,0.614717,0.664957,0.448131,0.928571,0.618706,0.929173,0.84041,0.8,0.0,0.837423,0.538715,0.0,0.842763,0.0,0.0,1.0,0.842487,1.0,1.0,1.0,0.465821,1.0,1.0,0.744474,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,mg02,5,0.392662,0,0.2,1.791759469228055,0.9056603773584906,1.0,0.0,0.0,0.0,3.0,5.0,8.0,0.0,1.0,0.6931471805599453,1.1664043068105714,3.3222148286539137,1.0,0.0,0.90566,0.883672,0.472245,0.583038,0.416962,0.786107,0.904397,0.0,1.0,0.031142,0.48691,0.902897,0.299475,0.664443,1.0,0.43214,0.801027,0.860785,0.585068,0.0,0.764048,0.977454,0.705207,0.785714,0.573136,1.0,0.0,0.9,0.0,0.847197,0.361875,0.0,0.805491,0.0,0.0,1.0,0.152386,1.0,0.0,1.0,0.240762,0.89085,0.45,0.457779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,apache01,6,0.388181,0,0.16666666666666666,1.9459101490553132,0.8882968885832869,1.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,1.0,0.6931471805599453,3.776918701587989,0.7290639226516995,1.0,0.0,0.888297,0.193923,0.093452,0.928707,0.071293,0.344804,0.779033,0.0,1.0,0.043599,0.183771,0.363853,0.969726,0.729064,1.0,1.0,0.888268,1.0,0.632547,0.992443,0.811703,0.765531,1.0,0.642857,0.790256,1.0,0.0,0.5,0.0,0.428882,1.0,0.0,0.757446,0.0,0.0,1.0,0.447756,1.0,0.0,0.833333,0.32204,0.691096,0.45,0.536531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,mg01,7,0.376356,0,0.14285714285714285,2.0794415416798357,0.9056603773584906,1.0,0.0,0.0,0.0,3.0,7.0,10.0,0.0,1.0,0.6931471805599453,2.811320754716981,3.7595552128127854,1.0,0.0,0.90566,1.0,0.608788,0.444098,0.555902,0.789364,0.943151,0.0,0.9,0.0,0.406452,1.0,0.721809,0.537079,0.9,0.204122,0.710076,0.716055,0.549888,0.817176,0.599341,1.0,0.559066,0.892857,0.603394,1.0,0.0,0.8,0.403904,0.954764,0.268546,0.054225,0.8482,0.0,0.0,1.0,0.073754,1.0,0.0,1.0,0.30152,0.83882,0.45,0.588864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,redis02,8,0.341069,1,0.125,2.1972245773362196,0.9056603773584906,1.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,1.0,0.6931471805599453,2.7763637216100063,1.7122554138544783,1.0,0.0,0.90566,0.455441,0.546453,0.556942,0.443058,0.513372,0.852411,0.0,1.0,0.038927,0.324968,0.653785,0.712833,0.570752,1.0,0.203452,0.742866,0.757986,0.559676,0.804378,0.714457,0.912255,0.570674,0.714286,0.62818,1.0,0.0,0.7,0.0,0.610955,0.492185,0.0,0.771311,0.0,0.0,1.0,0.171952,1.0,0.0,1.0,0.311354,0.727597,0.45,0.534148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,ig02,9,0.331588,0,0.1111111111111111,2.302585092994046,0.7290639226516995,1.0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,1.0,0.6931471805599453,3.498811283360705,1.2485036401066856,1.0,0.0,0.729064,0.332088,0.79382,0.299683,0.700317,0.279292,1.0,0.348769,1.0,0.045297,0.189567,0.602114,0.898322,0.312126,1.0,0.246508,0.57367,0.670997,0.475542,0.978731,0.575097,0.664957,0.508534,0.607143,0.662771,1.0,0.0,0.4,0.0,0.294348,0.203689,0.0,0.649764,0.0,0.0,1.0,0.055324,1.0,0.0,0.666667,0.377084,0.508398,0.45,0.550911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest5,10,0.318967,0,0.1,2.3978952727983707,0.14102103106198174,0.23503505176996958,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.6931471805599453,2.836546531696404,0.0,1.0,0.0,0.141021,0.0,1.0,0.0,1.0,0.040332,0.0,0.173704,0.8,0.038058,0.0,0.313765,0.728285,0.0,0.8,0.487579,0.115986,0.354931,0.444076,0.90936,0.146758,0.664957,0.347843,0.428571,0.496523,0.450891,0.0,0.0,0.4,0.01586,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.158244,0.247323,0.0,0.333853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,mysql01,11,0.318185,0,0.09090909090909091,2.4849066497880004,0.9056603773584906,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.6931471805599453,0.9056603773584906,2.1664043068105716,1.0,0.0,0.90566,0.360018,0.199969,0.744811,0.255189,0.8463,0.783842,0.0,0.8,0.062284,0.305353,0.687334,0.232529,0.541601,0.8,0.498572,0.713417,0.738314,0.527562,0.282592,0.541207,0.838776,0.689101,0.964286,0.58461,0.875518,0.0,0.9,0.0,0.897127,0.440555,1.0,0.846166,0.0,0.0,1.0,0.309653,1.0,0.0,1.0,0.293095,0.886203,0.45,0.602242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,redis01,12,0.233577,0,0.08333333333333333,2.5649493574615367,0.7042990374409446,1.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,1.0,0.6931471805599453,2.072064684169062,2.617915791212969,1.0,0.0,0.704299,0.696337,0.30653,0.762163,0.237837,0.643273,0.886982,0.0,1.0,0.035591,0.421138,0.685743,0.532004,0.654479,1.0,0.134814,0.779217,0.766018,0.586753,0.313041,0.754314,0.952771,0.55529,0.75,0.55402,1.0,0.0,0.8,0.0,0.433643,0.285088,0.0,0.558953,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.301192,0.753839,0.45,0.525854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest4,13,0.17509,0,0.07692307692307693,2.639057329615259,0.17784781165070898,0.2964130194178483,0.0,0.0,0.0,4.0,6.0,10.0,0.0,1.0,0.6931471805599453,3.716981132075472,3.5817074011620766,1.0,0.0,0.177848,0.952694,0.0,1.0,0.0,0.674321,0.940806,0.0,0.9,0.015571,0.443297,0.616197,0.954337,0.596951,0.9,0.487579,0.480733,0.704904,0.578805,0.989183,0.554965,0.991836,0.560201,0.857143,0.607338,1.0,0.0,0.7,0.302928,0.521842,0.266732,0.0,0.726149,0.0,0.0,1.0,0.032968,1.0,0.0,1.0,0.337119,0.749672,0.45,0.617319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,mysql02,14,0.163322,0,0.07142857142857142,2.70805020110221,0.9056603773584906,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.6931471805599453,1.7290639226516995,0.34284326274819504,1.0,0.0,0.90566,0.091193,0.801115,0.08833,0.91167,0.166339,1.0,0.0,0.8,0.03079,0.059672,0.530602,0.443938,0.114281,0.8,0.483862,0.468804,0.508375,0.471926,0.545361,0.287701,0.664957,0.54321,0.535714,0.531877,1.0,0.0,0.3,1.0,0.143387,0.169101,0.0,0.4375,0.0,0.0,1.0,0.300723,1.0,0.0,0.5,0.451763,0.513096,0.45,0.728895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest8,15,0.151385,0,0.06666666666666667,2.772588722239781,0.09489460261949192,0.15815767103248654,0.0,0.0,0.0,6.0,2.0,8.0,0.0,1.0,0.6931471805599453,3.6820240989684967,1.6173608112349864,1.0,0.0,0.094895,0.4302,0.0,1.0,0.0,0.401728,0.847524,0.0,1.0,0.041523,0.340577,0.297079,0.945362,0.80868,1.0,0.487579,0.576692,0.777384,0.658021,0.983659,0.750808,0.85037,0.609613,0.678571,0.626202,1.0,0.0,0.6,0.0,0.264303,0.424231,0.0,0.723374,0.0,0.0,1.0,0.067882,1.0,0.0,1.0,0.372326,0.61931,0.45,0.613058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest6,16,0.145343,0,0.0625,2.833213344056216,0.08289611780137185,0.13816019633561977,0.0,0.0,0.0,5.0,5.0,10.0,0.0,1.0,0.6931471805599453,3.894828943726181,3.4988112833607046,1.0,0.0,0.082896,0.930645,0.0,1.0,0.0,0.649143,0.939645,0.0,0.9,0.024914,0.48691,0.576206,1.0,0.699762,0.9,0.487579,0.48205,0.700637,0.624464,1.0,0.591543,0.977454,0.56093,0.821429,0.58794,1.0,0.0,0.6,0.242343,0.504308,0.279357,0.0,0.68623,0.0,0.0,1.0,0.007938,1.0,0.0,1.0,0.360029,0.703178,0.45,0.642299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest3,17,0.101115,0,0.058823529411764705,2.8903717578961645,0.15327634386392777,0.2554605731065463,0.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,0.6931471805599453,2.683270187832476,0.14102103106198174,1.0,0.0,0.153276,0.03751,0.44861,0.644031,0.355969,0.058001,1.0,0.0,0.8,0.036039,0.021931,0.177239,0.688931,0.141021,0.8,0.487579,0.216334,0.405526,0.493493,0.849623,0.225057,0.664957,0.402814,0.464286,0.497192,1.0,0.0,0.1,0.5,0.048298,0.307456,0.0,1.0,0.0,0.0,1.0,0.377918,1.0,0.0,0.166667,0.447295,0.437231,0.45,0.666355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,apache02,18,0.065491,0,0.05555555555555555,2.9444389791664403,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.90566,0.0,0.382504,0.0,1.0,0.124827,0.0,0.0,0.5,0.062284,1.0,0.158385,0.0,0.0,0.5,0.290342,0.493482,0.118912,0.136591,0.923072,0.324928,0.837579,0.385508,0.0,0.501135,0.450891,0.0,0.0,0.0,0.101857,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03259,0.282616,0.0,0.078818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,dockera1,19,0.055666,0,0.05263157894736842,2.995732273553991,0.9056603773584906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.06666666666666667,0.90566,0.0,0.382504,0.0,1.0,0.124827,0.0,0.0,0.5,0.062284,1.0,0.158385,0.0,0.0,0.5,0.168033,0.493482,0.087649,0.136591,0.923072,0.324928,0.837579,0.333545,0.0,0.481239,0.450891,0.0,0.0,0.0,0.101857,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03259,0.282616,0.0,0.078818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,dockera2,20,0.034872,0,0.05,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.062284,0.777778,0.01341,0.0,0.0,0.5,0.487579,0.0,0.0,0.136591,0.923072,0.184079,0.837579,0.170231,0.0,0.424029,0.450891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.230477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,dockerb1,21,0.034872,0,0.047619047619047616,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.062284,0.777778,0.01341,0.0,0.0,0.5,0.487579,0.0,0.0,0.136591,0.923072,0.184079,0.837579,0.170231,0.0,0.424029,0.450891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.230477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,dockerb2,22,0.034872,0,0.045454545454545456,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.382504,0.0,1.0,0.0,0.0,0.0,0.5,0.062284,0.777778,0.01341,0.0,0.0,0.5,0.487579,0.0,0.0,0.136591,0.923072,0.184079,0.837579,0.170231,0.0,0.424029,0.450891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.230477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank,Bank:1:task_6:Redis02:2021-03-04 18:09:00,Bank:Redis02:2021-03-04 18:09:00,1,task_6,2021_03_04,Redis02,servicetest9,23,0.012423,0,0.043478260869565216,3.1780538303479458,0.2512781178951139,0.41879686315852316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6931471805599453,0.0,0.0,1.0,0.0,0.251278,0.0,0.382504,0.0,1.0,0.054145,0.0,0.0,0.5,0.062284,1.0,0.037851,0.0,0.0,0.5,0.487579,0.206669,0.070076,0.136591,0.923072,0.243066,0.837579,0.28687,0.0,0.468636,0.450891,0.0,0.0,0.0,0.02826,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.035635,0.253093,0.0,0.078818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
